"season","Cleaned_Team","playoffs","W","SRS","Pace","Rel.Pace","ORtg","Rel.ORtg","DRtg","Rel.DRtg","No_of_Awards"
"2010-11","Sacramento Kings","","24","-4.8","95.2","3.1","103.5","-3.8","109","1.7","0"
"2008-09","Sacramento Kings","","17","-8.6","94.2","2.5","105.5","-2.8","114.7","6.4","0"
"2007-08","Sacramento Kings","","38","-1.86","94.7","2.3","107.5","0","109.9","2.4","0"
"2006-07","Sacramento Kings","","33","-1.35","94.8","2.9","106.2","-0.3","108","1.5","0"
"2005-06","Sacramento Kings","Lost W. Conf. 1st Rnd.","44","1.61","91.9","1.4","106.7","0.5","105","-1.2","0"
"2004-05","Sacramento Kings","Lost W. Conf. 1st Rnd.","50","2.56","93","2.1","110.5","4.4","108.2","2.1","0"
"2003-04","Sacramento Kings","Lost W. Conf. Semis","55","5.41","92.8","2.7","110.3","7.4","104.9","2","0"
"2001-02","Sacramento Kings","Lost W. Conf. Finals","61","7.61","95.6","4.9","109","4.5","101.1","-3.4","0"
"2000-01","Sacramento Kings","Lost W. Conf. Semis","55","6.07","94.4","3.1","105.6","2.6","99.6","-3.4","0"
"1999-00","Sacramento Kings","Lost W. Conf. 1st Rnd.","44","3.04","99.3","6.2","105","0.9","102.1","-2","0"
"1998-99","Sacramento Kings","Lost W. Conf. 1st Rnd.","27","-0.89","96","7.1","102.7","0.5","103.1","0.9","0"
"1997-98","Sacramento Kings","","27","-5.83","92.1","1.8","100.8","-4.2","106.9","1.9","0"
"1996-97","Sacramento Kings","","34","-3.64","91","0.9","105","-1.7","108.7","2","0"
"1995-96","Sacramento Kings","Lost W. Conf. 1st Rnd.","39","-2.62","93.4","1.6","106.2","-1.4","109.1","1.5","0"
"1994-95","Sacramento Kings","","39","-0.74","92.3","-0.6","105.5","-2.8","106.5","-1.8","0"
"1993-94","Sacramento Kings","","28","-5.32","97.5","2.4","103.3","-3","109.2","2.9","0"
"1992-93","Sacramento Kings","","25","-3","100.8","4","106.5","-1.5","109.6","1.6","0"
"1991-92","Sacramento Kings","","29","-5.63","99.6","3","103.9","-4.3","109.9","1.7","0"
"1990-91","Sacramento Kings","","25","-6.27","94.7","-3.1","102","-5.9","109.1","1.2","0"
"1989-90","Sacramento Kings","","23","-4.41","96.7","-1.6","104.8","-3.3","110","1.9","0"
"1988-89","Sacramento Kings","","27","-5.35","100.5","-0.1","104.5","-3.3","110","2.2","0"
"1987-88","Sacramento Kings","","24","-5.84","100.9","1.3","106.5","-1.5","112.1","4.1","0"
"1986-87","Sacramento Kings","","29","-3.34","101.3","0.5","108.9","0.6","112.1","3.8","0"
"1985-86","Sacramento Kings","Lost W. Conf. 1st Rnd.","37","-3.19","102","-0.1","106.2","-1","109.2","2","0"
"1984-85","Kansas City Kings","","31","-2.71","104.4","2.3","109.5","1.6","112.1","4.2","0"
"1983-84","Kansas City Kings","Lost W. Conf. 1st Rnd.","38","-1.62","102.9","1.5","106.5","-1.1","108","0.4","0"
"1982-83","Kansas City Kings","","45","1.04","106.6","3.5","106.2","1.5","104.9","0.2","0"
"1981-82","Kansas City Kings","","30","-3.25","101.8","0.9","104.2","-2.7","107.2","0.3","0"
"1980-81","Kansas City Kings","Lost W. Conf. Finals","40","-0.49","101.3","-0.5","104.7","-0.8","104.7","-0.8","0"
"1979-80","Kansas City Kings","Lost W. Conf. 1st Rnd.","47","2.82","103.2","0.1","104","-1.3","101","-4.3","0"
"1977-78","Kansas City Kings","","31","-1.76","108.2","1.5","100.5","-0.4","102.2","1.3","0"
"1976-77","Kansas City Kings","","40","0.93","106.4","-0.1","100.5","1","99.6","0.1","0"
"1975-76","Kansas City Kings","","31","-2.83","105.7","0.2","97.4","-0.9","100.1","1.8","0"
"1974-75","Kansas City-Omaha Kings","Lost W. Conf. Semis","44","-0.16","104.4","-0.1","96.8","-0.9","97.1","-0.6","0"
"1973-74","Kansas City-Omaha Kings","","33","-3.24","106.1","-1.7","96","-1.7","99.5","1.8","0"
"1972-73","Kansas City-Omaha Kings","","36","-2.36","107.3","-3.4","99.7","2.9","102.4","5.6","0"
"1971-72","Cincinnati Royals","","30","-4.13","109.5","-2.5","98","0.1","101.6","3.7","0"
"1970-71","Cincinnati Royals","","33","-2.96","118.5","3.4","97.1","-0.1","99.8","2.6","0"
"1969-70","Cincinnati Royals","","36","-2.55","118.5","1.4","98","-1","100.4","1.4","0"
"1968-69","Cincinnati Royals","","41","-0.83","113.6","-3.3","100.2","4.7","101.1","5.6","0"
"1967-68","Cincinnati Royals","","39","-0.64","114.6","-5.2","101.1","4.3","101.8","5","0"
"1966-67","Cincinnati Royals","Lost E. Div. Semis","39","-0.23","118.6","-3","98.4","2.3","98.6","2.5","0"
"1965-66","Cincinnati Royals","Lost E. Div. Semis","45","1.03","120.4","-1","97.5","2.6","96.5","1.6","0"
"1964-65","Cincinnati Royals","Lost E. Div. Semis","48","2.04","115.8","-1.5","98","4.4","96","2.4","0"
"1962-63","Cincinnati Royals","Lost E. Div. Finals","42","1.24","119","4","99.4","3.5","98.3","2.4","0"
"1961-62","Cincinnati Royals","Lost W. Div. Semis","43","1.28","124.9","3.6","98.3","4.7","96.9","3.3","0"
"1959-60","Cincinnati Royals","","19","-5.92","121.6","-0.7","91.3","0.2","96.5","5.4","0"
"1958-59","Cincinnati Royals","","19","-7.89","116.4","4.4","87.5","-2.7","95","4.8","0"
"1957-58","Cincinnati Royals","Lost W. Div. Semis","33","-1.47","117.3","0.3","86.5","-2.3","87.6","-1.2","0"
"1956-57","Rochester Royals","","31","-2.08","109.4","4.5","84.9","-4","86.9","-2","0"
"1954-55","Rochester Royals","Lost W. Div. Semis","29","-1.43","99.5","1.4","90.7","0.9","92.3","2.5","0"
"1953-54","Rochester Royals","Lost W. Div. Finals","44","2.24","90.9","7.3","86.6","-0.9","84","-3.5","0"
"1952-53","Rochester Royals","Lost W. Div. Semis","44","2.62","94.1","13.7","89.8","1.8","86.9","-0.8","0"
"1951-52","Rochester Royals","Lost W. Div. Finals","41","2.92","92.7","6.9","91.6","4.7","88.1","1.2","0"
"1950-51","Rochester Royals","Won Finals","41","2.54","92.3","6.8","89.3","4.2","86.2","1.1","0"
"1949-50","Rochester Royals","Lost Central Div. Semis","51","7.72","","","","","","","0"
"2022-23","Los Angeles Lakers","","2","-6.35","103.8","4.1","101.9","-10.2","105.7","-6.4","0"
"2021-22","Los Angeles Lakers","","33","-3.08","100.1","1.9","110.3","-1.7","113.3","1.3","0"
"2020-21","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","42","2.77","98.7","-0.5","109.9","-2.4","107.1","-5.2","0"
"2019-20","Los Angeles Lakers","Won Finals","52","6.28","100.9","0.6","112","1.4","106.3","-4.3","0"
"2018-19","Los Angeles Lakers","","37","-1.33","103.2","3.2","107.8","-2.6","109.5","-0.9","0"
"2017-18","Los Angeles Lakers","","35","-1.44","100.3","3","106.5","-2.1","108","-0.6","0"
"2016-17","Los Angeles Lakers","","26","-6.29","98.5","2.1","106","-2.8","113","4.2","0"
"2015-16","Los Angeles Lakers","","17","-8.92","95.6","-0.2","101.6","-4.8","111.6","5.2","0"
"2014-15","Los Angeles Lakers","","21","-6.17","94","0.1","103.4","-2.2","110.6","5","0"
"2013-14","Los Angeles Lakers","","27","-5.33","98.7","4.8","104.2","-2.5","110.6","3.9","0"
"2012-13","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","45","1.48","94.4","2.4","107.8","1.9","106.6","0.7","0"
"2011-12","Los Angeles Lakers","Lost W. Conf. Semis","41","1.96","90.5","-0.8","106","1.4","104.4","-0.2","0"
"2009-10","Los Angeles Lakers","Won Finals","57","4.78","92.8","0.1","108.8","1.2","103.7","-3.9","0"
"2008-09","Los Angeles Lakers","Won Finals","65","7.11","94.3","2.6","112.8","4.5","104.7","-3.6","0"
"2006-07","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","42","0.24","93.5","1.6","108.6","2.1","108.6","2.1","0"
"2005-06","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","45","2.53","90.9","0.4","108.4","2.2","105.7","-0.5","0"
"2004-05","Los Angeles Lakers","","34","-2.32","90.8","-0.1","108.1","2","111.4","5.3","0"
"2003-04","Los Angeles Lakers","Lost Finals","56","4.35","92.3","2.2","105.5","2.6","101.3","-1.6","0"
"2002-03","Los Angeles Lakers","Lost W. Conf. Semis","50","2.71","92.5","1.5","107.2","3.6","104.7","1.1","0"
"2001-02","Los Angeles Lakers","Won Finals","58","7.15","92.1","1.4","109.4","4.9","101.7","-2.8","0"
"2000-01","Los Angeles Lakers","Won Finals","56","3.74","91.7","0.4","108.4","5.4","104.8","1.8","0"
"1998-99","Los Angeles Lakers","Lost W. Conf. Semis","31","2.68","91.6","2.7","107.6","5.4","104.3","2.1","0"
"1997-98","Los Angeles Lakers","Lost W. Conf. Finals","61","6.88","93.6","3.3","111.9","6.9","103.7","-1.3","0"
"1996-97","Los Angeles Lakers","Lost W. Conf. Semis","56","3.66","91.1","1","108.3","1.6","103.7","-3","0"
"1995-96","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","53","4.21","92.4","0.6","111.4","3.8","106.6","-1","0"
"1994-95","Los Angeles Lakers","Lost W. Conf. Semis","48","-0.01","95.2","2.3","109.1","0.8","109.4","1.1","0"
"1993-94","Los Angeles Lakers","","33","-3.93","95.5","0.4","104.8","-1.5","109.3","3","0"
"1992-93","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","39","-1.2","96.2","-0.6","107.6","-0.4","108.9","0.9","0"
"1991-92","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","43","-0.95","92.5","-4.1","107.7","-0.5","108.9","0.7","0"
"1990-91","Los Angeles Lakers","Lost Finals","58","6.73","94.1","-3.7","112.1","4.2","105","-2.9","0"
"1987-88","Los Angeles Lakers","Won Finals","62","4.81","99.1","-0.5","113.1","5.1","107.3","-0.7","0"
"1985-86","Los Angeles Lakers","Lost W. Conf. Finals","62","6.84","102.7","0.6","113.3","6.1","105.8","-1.4","0"
"1984-85","Los Angeles Lakers","Won Finals","62","6.48","103.2","1.1","114.1","6.2","107","-0.9","0"
"1983-84","Los Angeles Lakers","Lost Finals","54","3.32","103.7","2.3","110.9","3.3","107.3","-0.3","0"
"1982-83","Los Angeles Lakers","Lost Finals","58","5.06","103.8","0.7","110.5","5.8","105.2","0.5","0"
"1981-82","Los Angeles Lakers","Won Finals","57","4.37","103.1","2.2","110.2","3.3","105.5","-1.4","0"
"1980-81","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","54","3.27","102.7","0.9","107.6","2.1","103.9","-1.6","0"
"1978-79","Los Angeles Lakers","Lost W. Conf. Semis","47","2.95","105.9","0.1","106.1","2.3","103.2","-0.6","0"
"1977-78","Los Angeles Lakers","Lost W. Conf. 1st Rnd.","45","2.59","106.1","-0.6","103.3","2.4","100.8","-0.1","0"
"1974-75","Los Angeles Lakers","","30","-3.94","106.4","1.9","96.1","-1.6","99.9","2.2","0"
"1973-74","Los Angeles Lakers","Lost W. Conf. Semis","47","0.85","111.7","3.9","97.4","-0.3","96.6","-1.1","0"
"1972-73","Los Angeles Lakers","Lost Finals","60","8.16","112","1.3","99.4","2.6","91.8","-5","0"
"1971-72","Los Angeles Lakers","Won Finals","69","11.65","116.9","4.9","103.1","5.2","92.6","-5.3","0"
"1970-71","Los Angeles Lakers","Lost W. Conf. Finals","48","3.27","115.7","0.6","98.8","1.6","96.1","-1.1","0"
"1969-70","Los Angeles Lakers","Lost Finals","46","1.76","113.9","-3.2","99.1","0.1","97.4","-1.6","0"
"1968-69","Los Angeles Lakers","Lost Finals","55","3.84","112.6","-4.3","98.5","3","94.9","-0.6","0"
"1967-68","Los Angeles Lakers","Lost Finals","52","4.99","118.1","-1.7","101.7","4.9","97","0.2","0"
"1966-67","Los Angeles Lakers","Lost W. Div. Semis","36","0.31","123","1.4","97.4","1.3","97.1","1","0"
"1965-66","Los Angeles Lakers","Lost Finals","45","2.76","121.2","-0.2","98.3","3.4","95.7","0.8","0"
"1964-65","Los Angeles Lakers","Lost Finals","49","1.7","113.9","-3.4","97.4","3.8","95.8","2.2","0"
"1963-64","Los Angeles Lakers","Lost W. Div. Semis","42","0.87","111.6","-1.6","97.9","3.3","97","2.4","0"
"1962-63","Los Angeles Lakers","Lost Finals","53","2.67","117.8","2.8","97.4","1.5","94.7","-1.2","0"
"1961-62","Los Angeles Lakers","Lost Finals","54","1.8","123.3","2","95","1.4","93.3","-0.3","0"
"1960-61","Los Angeles Lakers","Lost W. Div. Finals","36","-0.11","124.9","1.4","90.8","-1.3","90.9","-1.2","0"
"1959-60","Minneapolis Lakers","Lost W. Div. Finals","25","-4.14","121.2","-1.1","87.7","-3.4","91.2","0.1","0"
"1958-59","Minneapolis Lakers","Lost Finals","33","-1.42","115.5","3.5","90.8","0.6","91.9","1.7","0"
"1957-58","Minneapolis Lakers","","19","-5.78","118.8","1.8","88","-0.8","93.3","4.5","0"
"1956-57","Minneapolis Lakers","Lost W. Div. Finals","34","-0.89","114.8","9.9","88.5","-0.4","89.2","0.3","0"
"1955-56","Minneapolis Lakers","Lost W. Div. Semis","33","-0.92","108","5.2","91.5","1.2","92.4","2.1","0"
"1954-55","Minneapolis Lakers","Lost W. Div. Finals","40","0.96","105.5","7.4","89.7","-0.1","88.6","-1.2","0"
"1953-54","Minneapolis Lakers","Won Finals","46","2.71","93.5","9.9","86.8","-0.7","83.5","-4","0"
"1952-53","Minneapolis Lakers","Won Finals","48","5.54","93.7","13.3","90.1","2.1","83.6","-4.1","0"
"1951-52","Minneapolis Lakers","Won Finals","40","5.28","97.2","11.4","85.3","-1.6","79.3","-7.6","0"
"1950-51","Minneapolis Lakers","Lost W. Div. Finals","44","4.79","94.8","9.3","86.4","1.3","80.7","-4.4","0"
"1949-50","Minneapolis Lakers","Won Finals","51","8.25","","","","","","","0"
"2022-23","Memphis Grizzlies","","5","-3.01","100.3","0.6","115.4","3.3","117.6","5.5","0"
"2020-21","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","38","1.07","100.4","1.2","112","-0.3","111","-1.3","0"
"2018-19","Memphis Grizzlies","","33","-2.08","96.6","-3.4","106.1","-4.3","108.8","-1.6","0"
"2017-18","Memphis Grizzlies","","22","-5.81","94.9","-2.4","104.5","-4.1","111","2.4","0"
"2016-17","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","43","0.96","92.3","-4.1","107.7","-1.1","107.1","-1.7","0"
"2015-16","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","42","-2.14","93.3","-2.5","105.4","-1","107.8","1.4","0"
"2014-15","Memphis Grizzlies","Lost W. Conf. Semis","55","3.62","92","-1.9","105.7","0.1","102.2","-3.4","0"
"2013-14","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","50","2.18","89.9","-4","106.3","-0.4","104.6","-2.1","0"
"2011-12","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","41","2.43","90.8","-0.5","104","-0.6","101.8","-2.8","0"
"2010-11","Memphis Grizzlies","Lost W. Conf. Semis","46","2.55","91.9","-0.2","107.6","0.3","105.1","-2.2","0"
"2009-10","Memphis Grizzlies","","40","-1.39","93.6","0.9","108.3","0.7","109.9","2.3","0"
"2008-09","Memphis Grizzlies","","24","-5.23","90.1","-1.6","103.5","-4.8","109.5","1.2","0"
"2007-08","Memphis Grizzlies","","22","-5.76","95.3","2.9","105","-2.5","111.4","3.9","0"
"2006-07","Memphis Grizzlies","","22","-4.44","93.6","1.7","106.9","0.4","112.3","5.8","0"
"2004-05","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","45","2.64","88.5","-2.4","105.5","-0.6","102.9","-3.2","0"
"2003-04","Memphis Grizzlies","Lost W. Conf. 1st Rnd.","50","2.95","91.4","1.3","104.8","1.9","102.2","-0.7","0"
"2002-03","Memphis Grizzlies","","28","-2.6","92.7","1.7","103.9","0.3","107.3","3.7","0"
"2000-01","Vancouver Grizzlies","","23","-4.94","91.7","0.4","99.6","-3.4","105.8","2.8","0"
"1999-00","Vancouver Grizzlies","","22","-5.1","91","-2.1","102.3","-1.8","108.5","4.4","0"
"1998-99","Vancouver Grizzlies","","8","-8.94","89","0.1","98.4","-3.8","107.9","5.7","0"
"1997-98","Vancouver Grizzlies","","19","-7.47","92.1","1.8","104.1","-0.9","112","7","0"
"1996-97","Vancouver Grizzlies","","14","-10.17","88.4","-1.7","100.3","-6.4","111.8","5.1","0"
"1995-96","Vancouver Grizzlies","","15","-9.55","91","-0.8","97.6","-10","108.5","0.9","0"
"2022-23","San Antonio Spurs","","5","-4.42","103.7","4","111.6","-0.5","117.3","5.2","0"
"2021-22","San Antonio Spurs","","34","0.02","100","1.8","112.4","0.4","112.3","0.3","0"
"2020-21","San Antonio Spurs","","33","-1.58","98.9","-0.3","111","-1.3","112.8","0.5","0"
"2019-20","San Antonio Spurs","","32","-0.65","100.5","0.2","112.4","1.8","113.5","2.9","0"
"2018-19","San Antonio Spurs","Lost W. Conf. 1st Rnd.","48","1.8","98.3","-1.7","112.9","2.5","111.2","0.8","0"
"2017-18","San Antonio Spurs","Lost W. Conf. 1st Rnd.","47","2.89","95","-2.3","107.9","-0.7","104.8","-3.8","0"
"2016-17","San Antonio Spurs","Lost W. Conf. Finals","61","7.13","94.2","-2.2","111.1","2.3","103.5","-5.3","0"
"2015-16","San Antonio Spurs","Lost W. Conf. Semis","67","10.28","93.8","-2","110.3","3.9","99","-7.4","0"
"2014-15","San Antonio Spurs","Lost W. Conf. 1st Rnd.","55","6.34","93.8","-0.1","108.5","2.9","102","-3.6","0"
"2013-14","San Antonio Spurs","Won Finals","62","8","95","1.1","110.5","3.8","102.4","-4.3","0"
"2012-13","San Antonio Spurs","Lost Finals","58","6.67","94.2","2.2","108.3","2.4","101.6","-4.3","0"
"2011-12","San Antonio Spurs","Lost W. Conf. Finals","50","7.28","92.9","1.6","110.9","6.3","103.2","-1.4","0"
"2010-11","San Antonio Spurs","Lost W. Conf. 1st Rnd.","61","5.86","92.3","0.2","111.8","4.5","105.6","-1.7","0"
"2009-10","San Antonio Spurs","Lost W. Conf. Semis","50","5.07","91.7","-1","110","2.4","104.5","-3.1","0"
"2008-09","San Antonio Spurs","Lost W. Conf. 1st Rnd.","54","3.36","88.4","-3.3","108.5","0.2","104.3","-4","0"
"2007-08","San Antonio Spurs","Lost W. Conf. Finals","56","5.1","88.8","-3.6","107.2","-0.3","101.8","-5.7","0"
"2006-07","San Antonio Spurs","Won Finals","58","8.35","89.8","-2.1","109.2","2.7","99.9","-6.6","0"
"2005-06","San Antonio Spurs","Lost W. Conf. Semis","63","6.69","88.5","-2","107.3","1.1","99.6","-6.6","0"
"2004-05","San Antonio Spurs","Won Finals","59","7.84","88.9","-2","107.5","1.4","98.8","-7.3","0"
"2003-04","San Antonio Spurs","Lost W. Conf. Semis","57","7.51","89.2","-0.9","102.2","-0.7","94.1","-8.8","0"
"2002-03","San Antonio Spurs","Won Finals","60","5.65","90","-1","105.6","2","99.7","-3.9","0"
"2001-02","San Antonio Spurs","Lost W. Conf. Semis","58","6.28","90","-0.7","106.5","2","99.7","-4.8","0"
"2000-01","San Antonio Spurs","Lost W. Conf. Finals","58","7.92","89.6","-1.7","106.6","3.6","98","-5","0"
"1999-00","San Antonio Spurs","Lost W. Conf. 1st Rnd.","53","5.92","90.8","-2.3","105","0.9","98.6","-5.5","0"
"1998-99","San Antonio Spurs","Won Finals","37","7.12","88.6","-0.3","104","1.8","95","-7.2","0"
"1997-98","San Antonio Spurs","Lost W. Conf. Semis","56","3.3","88.4","-1.9","103.8","-1.2","99.4","-5.6","0"
"1996-97","San Antonio Spurs","","20","-7.93","87.3","-2.8","103.3","-3.4","112.3","5.6","0"
"1995-96","San Antonio Spurs","Lost W. Conf. Semis","59","5.98","93.3","1.5","110.2","2.6","103.5","-4.1","0"
"1994-95","San Antonio Spurs","Lost W. Conf. Finals","62","5.9","94.6","1.7","111.7","3.4","105.4","-2.9","0"
"1993-94","San Antonio Spurs","Lost W. Conf. 1st Rnd.","55","5.05","90.1","-5","110.4","4.1","104.6","-1.7","0"
"1992-93","San Antonio Spurs","Lost W. Conf. Semis","49","2.21","95.4","-1.4","109.6","1.6","106.8","-1.2","0"
"1991-92","San Antonio Spurs","Lost W. Conf. 1st Rnd.","47","2.81","96.2","-0.4","107.5","-0.7","104.1","-4.1","0"
"1990-91","San Antonio Spurs","Lost W. Conf. 1st Rnd.","55","4.3","98.6","0.8","107.8","-0.1","103.3","-4.6","0"
"1989-90","San Antonio Spurs","Lost W. Conf. Semis","56","3.58","98.5","0.2","107.7","-0.4","104.2","-3.9","0"
"1988-89","San Antonio Spurs","","21","-7.45","104.1","3.5","100.9","-6.9","107.9","0.1","0"
"1987-88","San Antonio Spurs","Lost W. Conf. 1st Rnd.","31","-5.02","104.4","4.8","108.2","0.2","112.8","4.8","0"
"1986-87","San Antonio Spurs","","28","-5.09","101.7","0.9","105.9","-2.4","110.8","2.5","0"
"1985-86","San Antonio Spurs","Lost W. Conf. 1st Rnd.","35","-2.06","103.8","1.7","106.5","-0.7","108.2","1","0"
"1984-85","San Antonio Spurs","Lost W. Conf. 1st Rnd.","41","0.63","103.9","1.8","109.9","2","109","1.1","0"
"1983-84","San Antonio Spurs","","37","-0.5","106.5","5.1","111.2","3.6","111.4","3.8","0"
"1982-83","San Antonio Spurs","Lost W. Conf. Finals","53","3.1","103.3","0.2","110.1","5.4","106.6","1.9","0"
"1981-82","San Antonio Spurs","Lost W. Conf. Finals","48","1.79","102.5","1.6","109.9","3","107.6","0.7","0"
"1980-81","San Antonio Spurs","Lost W. Conf. Semis","52","2.18","102.9","1.1","108.5","3","105.7","0.2","0"
"1979-80","San Antonio Spurs","Lost E. Conf. 1st Rnd.","41","-0.24","109.5","6.4","108.6","3.3","109","3.7","0"
"1978-79","San Antonio Spurs","Lost E. Conf. Finals","48","4.97","110.6","4.8","107.1","3.3","102.4","-1.4","0"
"1977-78","San Antonio Spurs","Lost E. Conf. Semis","52","3.2","109","2.3","104.5","3.6","101.4","0.5","0"
"1976-77","San Antonio Spurs","Lost E. Conf. 1st Rnd.","44","0.53","111.8","5.3","102.5","3","102","2.5","0"
"2022-23","New Orleans Pelicans","","4","5.8","98.7","-1","116.4","4.3","110.8","-1.3","0"
"2021-22","New Orleans Pelicans","Lost W. Conf. 1st Rnd.","36","-0.84","97.2","-1","112","0","113","1","0"
"2020-21","New Orleans Pelicans","","31","-0.2","100.1","0.9","113.5","1.2","113.8","1.5","0"
"2019-20","New Orleans Pelicans","","30","-0.55","103.7","3.4","110.7","0.1","111.9","1.3","0"
"2018-19","New Orleans Pelicans","","33","-1.1","103.3","3.3","111.4","1","112.6","2.2","0"
"2017-18","New Orleans Pelicans","Lost W. Conf. Semis","48","1.48","100.5","3.2","109.6","1","108.3","-0.3","0"
"2016-17","New Orleans Pelicans","","34","-1.69","98","1.6","105.2","-3.6","107.4","-1.4","0"
"2015-16","New Orleans Pelicans","","30","-3.56","96.8","1","105.6","-0.8","109.5","3.1","0"
"2014-15","New Orleans Pelicans","Lost W. Conf. 1st Rnd.","45","1.13","91.4","-2.5","108.2","2.6","107.3","1.7","0"
"2013-14","New Orleans Pelicans","","34","-1.98","92.2","-1.7","107.2","0.5","110.1","3.4","0"
"2012-13","New Orleans Hornets","","27","-3.12","88.5","-3.5","105.7","-0.2","110.1","4.2","0"
"2011-12","New Orleans Hornets","","21","-3.11","88.3","-3","100.9","-3.7","105.1","0.5","0"
"2010-11","New Orleans Hornets","Lost W. Conf. 1st Rnd.","46","1.28","88.7","-3.4","106.2","-1.1","105.2","-2.1","0"
"2009-10","New Orleans Hornets","","37","-2.27","92.6","-0.1","107.4","-0.2","110.1","2.5","0"
"2008-09","New Orleans Hornets","Lost W. Conf. 1st Rnd.","49","1.41","87.8","-3.9","108.7","0.4","107","-1.3","0"
"2007-08","New Orleans Hornets","Lost W. Conf. Semis","56","5.46","89.9","-2.5","111.5","4","105.7","-1.8","0"
"2006-07","New Orleans/Oklahoma City Hornets","","39","-1.19","90.2","-1.7","104.8","-1.7","106.5","0","0"
"2005-06","New Orleans/Oklahoma City Hornets","","38","-2.51","89","-1.5","103.7","-2.5","106.8","0.6","0"
"2004-05","New Orleans Hornets","","18","-6.3","87.6","-3.3","99.7","-6.4","107.7","1.6","0"
"2003-04","New Orleans Hornets","Lost E. Conf. 1st Rnd.","41","-0.72","89.1","-1","102.3","-0.6","102.4","-0.5","0"
"2002-03","New Orleans Hornets","Lost E. Conf. 1st Rnd.","47","1.52","89.4","-1.6","103.9","0.3","101.6","-2","0"
"2022-23","Dallas Mavericks","","4","7.81","95.2","-4.5","118.1","6","111.2","-0.9","0"
"2021-22","Dallas Mavericks","Lost W. Conf. Finals","52","3.12","95.4","-2.8","112.8","0.8","109.4","-2.6","0"
"2020-21","Dallas Mavericks","Lost W. Conf. 1st Rnd.","42","2.26","97.3","-1.9","115.4","3.1","113","0.7","0"
"2019-20","Dallas Mavericks","Lost W. Conf. 1st Rnd.","43","4.87","99.3","-1","116.7","6.1","111.7","1.1","0"
"2017-18","Dallas Mavericks","","24","-2.7","95.6","-1.7","106.3","-2.3","109.5","0.9","0"
"2016-17","Dallas Mavericks","","33","-2.53","92.2","-4.2","105.6","-3.2","108.8","0","0"
"2015-16","Dallas Mavericks","Lost W. Conf. 1st Rnd.","42","-0.02","94.3","-1.5","106.7","0.3","107","0.6","0"
"2014-15","Dallas Mavericks","Lost W. Conf. 1st Rnd.","50","3.36","95.2","1.3","109.5","3.9","106.4","0.8","0"
"2013-14","Dallas Mavericks","Lost W. Conf. 1st Rnd.","49","2.91","93.5","-0.4","111.2","4.5","108.7","2","0"
"2012-13","Dallas Mavericks","","41","-0.24","94.1","2.1","105.9","0","106.5","0.6","0"
"2011-12","Dallas Mavericks","Lost W. Conf. 1st Rnd.","36","1.78","91.4","0.1","103.3","-1.3","102.3","-2.3","0"
"2010-11","Dallas Mavericks","Won Finals","57","4.41","91.3","-0.8","109.7","2.4","105","-2.3","0"
"2009-10","Dallas Mavericks","Lost W. Conf. 1st Rnd.","55","2.66","92.5","-0.2","109.2","1.6","106.3","-1.3","0"
"2007-08","Dallas Mavericks","Lost W. Conf. 1st Rnd.","51","4.7","90.2","-2.2","111.1","3.6","106.1","-1.4","0"
"2005-06","Dallas Mavericks","Lost Finals","60","5.96","87.8","-2.7","111.8","5.6","105","-1.2","0"
"2004-05","Dallas Mavericks","Lost W. Conf. Semis","58","5.86","92.7","1.8","110.3","4.2","104.1","-2","0"
"2002-03","Dallas Mavericks","Lost W. Conf. Finals","60","7.9","92.5","1.5","110.7","7.1","102.3","-1.3","0"
"2001-02","Dallas Mavericks","Lost W. Conf. Semis","57","4.41","92.8","2.1","112.2","7.7","107.7","3.2","0"
"2000-01","Dallas Mavericks","Lost W. Conf. Semis","53","4.61","93.2","1.9","107.1","4.1","102.6","-0.4","0"
"1999-00","Dallas Mavericks","","40","-0.29","94.9","1.8","106.6","2.5","107.2","3.1","0"
"1998-99","Dallas Mavericks","","19","-2.5","89","0.1","102.3","0.1","104.9","2.7","0"
"1997-98","Dallas Mavericks","","20","-6.33","89.9","-0.4","100.5","-4.5","107.2","2.2","0"
"1996-97","Dallas Mavericks","","24","-6.47","89","-1.1","101.1","-5.6","108.2","1.5","0"
"1995-96","Dallas Mavericks","","26","-4.71","95.4","3.6","106.1","-1.5","111.2","3.6","0"
"1993-94","Dallas Mavericks","","13","-8.19","94.5","-0.6","100.4","-5.9","109.6","3.3","0"
"1992-93","Dallas Mavericks","","11","-14.68","99.5","2.7","99.5","-8.5","114.7","6.7","0"
"1991-92","Dallas Mavericks","","22","-7.47","94.4","-2.2","103","-5.2","111.1","2.9","0"
